Date,Close
1/22/2020 16:00:00,24.81
1/23/2020 16:00:00,25.76
1/24/2020 16:00:00,25.85
1/27/2020 16:00:00,26
1/28/2020 16:00:00,25.79
1/29/2020 16:00:00,25.94
1/30/2020 16:00:00,25.92
1/31/2020 16:00:00,25.92
2/3/2020 16:00:00,25.94
2/4/2020 16:00:00,25.9
2/5/2020 16:00:00,25.94
2/6/2020 16:00:00,26.1
2/7/2020 16:00:00,25.89
2/10/2020 16:00:00,26.06
2/11/2020 16:00:00,26.57
2/12/2020 16:00:00,26.35
2/13/2020 16:00:00,26.67
2/14/2020 16:00:00,26.37
2/18/2020 16:00:00,25.89
2/19/2020 16:00:00,25.62
2/20/2020 16:00:00,25.47
2/21/2020 16:00:00,25.49
2/24/2020 16:00:00,24.89
2/25/2020 16:00:00,24.26
2/26/2020 16:00:00,23.67
2/27/2020 16:00:00,22.6
2/28/2020 16:00:00,22.38
3/2/2020 16:00:00,22.8
3/3/2020 16:00:00,22.46
3/4/2020 16:00:00,22.98
3/5/2020 16:00:00,23.21
3/6/2020 16:00:00,23.03
3/9/2020 16:00:00,21.84
3/10/2020 16:00:00,21.41
3/11/2020 16:00:00,21.43
3/12/2020 16:00:00,20.51
3/13/2020 16:00:00,22.29
3/16/2020 16:00:00,20.78
3/17/2020 16:00:00,22.5
3/18/2020 16:00:00,21.72
3/19/2020 16:00:00,22.71
3/20/2020 16:00:00,21.23
3/23/2020 16:00:00,20.41
3/24/2020 16:00:00,21.51
3/25/2020 16:00:00,20.61
3/26/2020 16:00:00,22.18
3/27/2020 16:00:00,22.77
3/30/2020 16:00:00,23.87
3/31/2020 16:00:00,25.52
4/1/2020 16:00:00,25.67
4/2/2020 16:00:00,25.76
4/3/2020 16:00:00,24.97
4/6/2020 16:00:00,25.9
4/7/2020 16:00:00,25.28
4/8/2020 16:00:00,24.02
4/9/2020 16:00:00,24.44
4/13/2020 16:00:00,25.13
4/14/2020 16:00:00,25.19
4/15/2020 16:00:00,25.02
4/16/2020 16:00:00,24.38
4/17/2020 16:00:00,25.82
4/20/2020 16:00:00,25.98
4/21/2020 16:00:00,25.02
4/22/2020 16:00:00,26.35
4/23/2020 16:00:00,26.26
4/24/2020 16:00:00,26.47
4/27/2020 16:00:00,26.34
4/28/2020 16:00:00,26.31
4/29/2020 16:00:00,26.7
4/30/2020 16:00:00,25.73
5/1/2020 16:00:00,25.21
5/4/2020 16:00:00,25.18
5/5/2020 16:00:00,24.84
5/6/2020 16:00:00,25.04
5/7/2020 16:00:00,24.6
5/8/2020 16:00:00,25.03
5/11/2020 16:00:00,26.23
5/12/2020 16:00:00,26.25
5/13/2020 16:00:00,25.91
5/14/2020 16:00:00,25.98
5/15/2020 16:00:00,25.89
5/19/2020 16:00:00,26
5/20/2020 16:00:00,25.89
5/21/2020 16:00:00,25.81
5/22/2020 16:00:00,25.61
5/25/2020 16:00:00,26.09
5/26/2020 16:00:00,25.65
5/27/2020 16:00:00,26.05
5/28/2020 16:00:00,26.38
5/29/2020 16:00:00,26.39
6/1/2020 16:00:00,25.79
6/2/2020 16:00:00,25.52
6/3/2020 16:00:00,25.67
6/4/2020 16:00:00,25.57
6/5/2020 16:00:00,25.63
6/8/2020 16:00:00,26.22
6/9/2020 16:00:00,26.51
6/10/2020 16:00:00,27.75
6/11/2020 16:00:00,27.39
6/12/2020 16:00:00,28.21
6/15/2020 16:00:00,28.05
6/16/2020 16:00:00,28.54
6/17/2020 16:00:00,28.75
6/18/2020 16:00:00,28.9
6/19/2020 16:00:00,30.62
6/22/2020 16:00:00,29.18
6/23/2020 16:00:00,28.76
6/24/2020 16:00:00,28.55
6/25/2020 16:00:00,28.45
6/26/2020 16:00:00,28.53
6/29/2020 16:00:00,28.59
6/30/2020 16:00:00,28.51
7/2/2020 16:00:00,28.58
7/3/2020 16:00:00,28.43
7/6/2020 16:00:00,28.73
7/7/2020 16:00:00,28.55
7/8/2020 16:00:00,28.12
7/9/2020 16:00:00,27.71
7/10/2020 16:00:00,27.71
7/13/2020 16:00:00,27.61
7/14/2020 16:00:00,27.66
7/15/2020 16:00:00,28.05
7/16/2020 16:00:00,28.06
7/17/2020 16:00:00,27.66
7/20/2020 16:00:00,27.46
7/21/2020 16:00:00,27.3
7/22/2020 16:00:00,27.15
7/23/2020 16:00:00,27.23
7/24/2020 16:00:00,26.77
7/27/2020 16:00:00,26.49
7/28/2020 16:00:00,27.59
7/29/2020 16:00:00,27.73
7/30/2020 16:00:00,29.22
7/31/2020 16:00:00,29.46
8/4/2020 16:00:00,29.59
8/5/2020 16:00:00,29.4
8/6/2020 16:00:00,29.07
8/7/2020 16:00:00,28.6
8/10/2020 16:00:00,28.78
8/11/2020 16:00:00,28.9
8/12/2020 16:00:00,29
8/13/2020 16:00:00,29.6
8/14/2020 16:00:00,29.6
8/17/2020 16:00:00,29.53
8/18/2020 16:00:00,29.6
8/19/2020 16:00:00,29.89
8/20/2020 16:00:00,29.66
8/21/2020 16:00:00,29.84
8/24/2020 16:00:00,30.53
8/25/2020 16:00:00,30.03
8/26/2020 16:00:00,29.86
8/27/2020 16:00:00,29.6
8/28/2020 16:00:00,29.17
8/31/2020 16:00:00,29.02
9/1/2020 16:00:00,28.72
9/2/2020 16:00:00,29.12
9/3/2020 16:00:00,28.7
9/4/2020 16:00:00,28.31
9/8/2020 16:00:00,28.16
9/9/2020 16:00:00,28.33
9/10/2020 16:00:00,28.23
9/11/2020 16:00:00,28.07
9/14/2020 16:00:00,27.99
9/15/2020 16:00:00,28.01
9/16/2020 16:00:00,27.5
9/17/2020 16:00:00,26.73
9/18/2020 16:00:00,27.38
9/21/2020 16:00:00,26.99
9/22/2020 16:00:00,27.4
9/23/2020 16:00:00,26.97
9/24/2020 16:00:00,26.98
9/25/2020 16:00:00,27.63
9/28/2020 16:00:00,27.99
9/29/2020 16:00:00,27.76
9/30/2020 16:00:00,27.15
10/1/2020 16:00:00,27.03
10/2/2020 16:00:00,26.81
10/5/2020 16:00:00,26.89
10/6/2020 16:00:00,26.38
10/7/2020 16:00:00,25.09
10/8/2020 16:00:00,25.13
10/9/2020 16:00:00,25.17
10/13/2020 16:00:00,24.76
10/14/2020 16:00:00,24.88
10/15/2020 16:00:00,25.07
10/16/2020 16:00:00,24.91
10/19/2020 16:00:00,24.84
10/20/2020 16:00:00,24.7
10/21/2020 16:00:00,24.61
10/22/2020 16:00:00,24.7
10/23/2020 16:00:00,24.67
10/26/2020 16:00:00,24.67
10/27/2020 16:00:00,23.52
10/28/2020 16:00:00,23.64
10/29/2020 16:00:00,24.36
10/30/2020 16:00:00,24.26
11/2/2020 16:00:00,24.9
11/3/2020 16:00:00,24.21
11/4/2020 16:00:00,24.93
11/5/2020 16:00:00,25.23
11/6/2020 16:00:00,25.14
11/9/2020 16:00:00,25.21
11/10/2020 16:00:00,24.73
11/11/2020 16:00:00,25.39
11/12/2020 16:00:00,25.21
11/13/2020 16:00:00,25.49
11/16/2020 16:00:00,25.74
11/17/2020 16:00:00,25.71
11/18/2020 16:00:00,25.43
11/19/2020 16:00:00,25.37
11/20/2020 16:00:00,25.83
11/23/2020 16:00:00,25.99
11/24/2020 16:00:00,25.99
11/25/2020 16:00:00,26.01
11/26/2020 16:00:00,26.15
11/27/2020 16:00:00,26.44
11/30/2020 16:00:00,26.47
12/1/2020 16:00:00,26.49
12/2/2020 16:00:00,27.25
12/3/2020 16:00:00,27.43
12/4/2020 16:00:00,27.31
12/7/2020 16:00:00,27.52
12/8/2020 16:00:00,27.49
12/9/2020 16:00:00,27.87
12/10/2020 16:00:00,27.95
12/11/2020 16:00:00,28.22
12/14/2020 16:00:00,28.45
12/15/2020 16:00:00,28.53
12/16/2020 16:00:00,28.23
12/17/2020 16:00:00,28.24
12/18/2020 16:00:00,28.26
12/21/2020 16:00:00,28.05
12/22/2020 16:00:00,28.5
12/23/2020 16:00:00,28.27
12/24/2020 16:00:00,28.38
12/29/2020 16:00:00,28.24
12/30/2020 16:00:00,28.23
12/31/2020 16:00:00,28.22
1/4/2021 16:00:00,28.22
1/5/2021 16:00:00,27.57
1/6/2021 16:00:00,27.11
1/7/2021 16:00:00,26.9
1/8/2021 16:00:00,27.1
1/11/2021 16:00:00,26.88
1/12/2021 16:00:00,26.55
1/13/2021 16:00:00,26.4